ISSN,Titulo,Qualis,Tipo,Fonte,Periodo
N/A,Nordic Conference on Human-Computer Interaction (NORDICHI),A3,conference,CAPES Sucupira 2025,2025
N/A,"IFIP International Conference on New Technologies, Mobility and Security (NTMS)",A4,conference,CAPES Sucupira 2025,2025
N/A,IEEE Oceans Conference (OCEAN),B3,conference,CAPES Sucupira 2025,2025
N/A,International Workshop on Ontology Matching (OM),A4,conference,CAPES Sucupira 2025,2025
N/A,Conference on Optical Network Design and Modeling (ONDM),A4,conference,CAPES Sucupira 2025,2025
N/A,Seminar on Ontology Research in Brazil (ONTOBRAS),B2,conference,CAPES Sucupira 2025,2025
N/A,"Conference on Object-Oriented Programming Systems, Languages, and Applications (OOPSLA)",B3,conference,CAPES Sucupira 2025,2025
N/A,Workshop de Práticas de Ciência Aberta Para Engenharia de Software (OPENSCIENSE),B4,conference,CAPES Sucupira 2025,2025
N/A,International Symposium on Open Collaboration (OPENSYM),B1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Open Source Systems (OSS),B1,conference,CAPES Sucupira 2025,2025
N/A,Australian Conference on Human-Computer Interaction (OZCHI),A3,conference,CAPES Sucupira 2025,2025
N/A,"International Conference on Practical Applications of Agents, Multi-Agent Systems and Sustainability (PAAMS)",B1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Practical Applications of Computational Biology & Bioinformatics (PACBB),A4,conference,CAPES Sucupira 2025,2025
N/A,Pacific Asia Conference on Information Systems (PACIS),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Parallel Architectures and Compilation Techniques (PACTT),A3,conference,CAPES Sucupira 2025,2025
N/A,Pacific-Asia Conference on Knowledge Discovery and Data Mining (PAKDD),A2,conference,CAPES Sucupira 2025,2025
N/A,Passive and Active Network Measurement Conference (PAM),A3,conference,CAPES Sucupira 2025,2025
N/A,Picture Coding Symposium (PCS),A4,conference,CAPES Sucupira 2025,2025
N/A,"Euromicro International Conference on Parallel, Distributed and Network-Based Processing (PDP)",A3,conference,CAPES Sucupira 2025,2025
N/A,"ACM International Symposium on Performance Evaluation of Wireless Ad Hoc, Sensor, and Ubiquitous Networks (PE-WASUN)",B4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Pervasive Computing and Communications Companion (PERCOM-E),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Pervasive Computing Technologies for Healthcare (PERVASIVEHEALTH),A3,conference,CAPES Sucupira 2025,2025
N/A,ACM International Conference on PErvasive Technologies Related to Assistive Environments (PETRA),A3,conference,CAPES Sucupira 2025,2025
N/A,"International Symposium on Personal, Indoor and Mobile Radio Communications (PIMRC)",A2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Practice and Theory in Public Key Cryptography (PKC),A1,conference,CAPES Sucupira 2025,2025
N/A,Conference on Pattern Languages of Programs (PLOP),B1,conference,CAPES Sucupira 2025,2025
N/A,ACM Symposium on Principles of Distributed Computing (PODC),A2,conference,CAPES Sucupira 2025,2025
N/A,IFIP WG 8.1 Working Conference on the Practice of Enterprise Modelling (PoEM),B2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Parallel Processing and Applied Mathematics (PPAM),B2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Parallel Problem Solving from Nature (PPSN),A4,conference,CAPES Sucupira 2025,2025
N/A,Pacific Rim International Symposium on Dependable Computing (PRDC),A4,conference,CAPES Sucupira 2025,2025
N/A,nternational Conference on Principles and Practice of Multi-Agent Systems (PRIMA),B2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Product-Focused Software Process Improvement (PROFES),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Predictive Models and Data Analytics in Software Engineering (PROMISE),B1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Computational Processing of the Portuguese Language (PROPOR),A4,conference,CAPES Sucupira 2025,2025
N/A,"International Conference on Privacy, Security and Trust (PST)",A4,conference,CAPES Sucupira 2025,2025
N/A,International Workshop on Quality of Multimedia Experience (QoMEX),A3,conference,CAPES Sucupira 2025,2025
N/A,"IEEE International Conference on Software Quality, Reliability, and Security (QRS)",A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Quality of Information and Communications Technology (QUATIC),B1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Recent Advances in Natural Language Processing (RANLP),A2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Research Challenges in Information Science (RCIS),A4,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Requirements Engineering Conference (RE),A2,conference,CAPES Sucupira 2025,2025
N/A,ACM Conference on Recommender Systems (RECSYS),A1,conference,CAPES Sucupira 2025,2025
N/A,International Working Conference on Requirements Engineering: Foundations for Software Quality (REFSQ),A3,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Symposium on Robot and Human Interactive Communication (RO-MAN),A2,conference,CAPES Sucupira 2025,2025
N/A,Robocup International Symposium (ROBOCUP),A4,conference,CAPES Sucupira 2025,2025
N/A,Iberian Robotics Conference (ROBOT),B1,conference,CAPES Sucupira 2025,2025
N/A,IEEE REAL-TIME AND EMBEDDED TECHNOLOGY AND APPLICATIONS SYMPOSIUM (RTAS),A2,conference,CAPES Sucupira 2025,2025
N/A,Real-Time Systems Symposium (RTSS),A3,conference,CAPES Sucupira 2025,2025
N/A,International Joint Conference on Rules and Reasoning (RuleML+RR),B1,conference,CAPES Sucupira 2025,2025
N/A,ACM Symposium on Applied Computing (SAC),A1,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Symposium on Applied Computational Intelligence and Informatics (SACI),B1,conference,CAPES Sucupira 2025,2025
N/A,"International Conference on Embedded Computer Systems: Architectures, Modeling and Simulation (SAMOS)",B2,conference,CAPES Sucupira 2025,2025
N/A,"IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)",A1,conference,CAPES Sucupira 2025,2025
N/A,IEEE Sensors Applications Symposium (SAS),A3,conference,CAPES Sucupira 2025,2025
N/A,Brazilian Symposium on Systematic and Automated Software Testing (SAST),B1,conference,CAPES Sucupira 2025,2025
N/A,International Symposium on Computer Architecture and High Performance Computing (SBAC-PAD),A3,conference,CAPES Sucupira 2025,2025
N/A,Simpósio Brasileiro de Automação Inteligente (SBAI),B4,conference,CAPES Sucupira 2025,2025
N/A,Simpósio Brasileiro de Banco de Dados (SBBD),A4,conference,CAPES Sucupira 2025,2025
N/A,"Brazilian Symposium on Components, Architectures and Reuse Software (SBCARS)",B1,conference,CAPES Sucupira 2025,2025
N/A,Simpósio Brasileiro de Computação Aplicada à Saúde (SBCAS),A4,conference,CAPES Sucupira 2025,2025
N/A,Symposium on Integrated Circuits and Systems Design (SBCCI),A4,conference,CAPES Sucupira 2025,2025
N/A,Simpósio Brasileiro de Computação Musical (SBCM),A4,conference,CAPES Sucupira 2025,2025
N/A,Simpósio Brasileiro de Computação Ubíqua e Pervasiva (SBCUP),B4,conference,CAPES Sucupira 2025,2025
N/A,Brazilian Symposium on Software Engineering (SBES),A3,conference,CAPES Sucupira 2025,2025
N/A,Symposium on Computing Systems Engineering (SBESC),A4,conference,CAPES Sucupira 2025,2025
N/A,Simpósio Brasileiro de Jogos e Entretenimento Digital (SBGAMES),A4,conference,CAPES Sucupira 2025,2025
N/A,Simpósio Brasileiro de Jogos e Entretenimento Digital Companion (SBGAMES-E),B2,conference,CAPES Sucupira 2025,2025
N/A,Congresso Brasileiro de Agroinformática (SBIAGRO),B4,conference,CAPES Sucupira 2025,2025
N/A,Simpósio Brasileiro de Informática na Educação (SBIE),A3,conference,CAPES Sucupira 2025,2025
N/A,Brazilian Symposium on Programming Languages (SBLP),A4,conference,CAPES Sucupira 2025,2025
N/A,Brazilian Symposium on Formal Methods (SBMF),A4,conference,CAPES Sucupira 2025,2025
N/A,Symposium on Microelectronics Technology and Devices (SBMICRO),B3,conference,CAPES Sucupira 2025,2025
N/A,Simpósio Brasileiro de Pesquisa Operacional (SBPO),A4,conference,CAPES Sucupira 2025,2025
N/A,Simpósio Brasileiro de Qualidade de Software (SBQS),A3,conference,CAPES Sucupira 2025,2025
N/A,Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC),A4,conference,CAPES Sucupira 2025,2025
N/A,Simpósio Brasileiro de Telecomunicações e Processamento de Sinais (SBrT),B4,conference,CAPES Sucupira 2025,2025
N/A,Simpósio Brasileiro de Sistemas Colaborativos (SBSC),A4,conference,CAPES Sucupira 2025,2025
N/A,Simpósio Brasileiro de Sistemas Elétricos (SBSE),B4,conference,CAPES Sucupira 2025,2025
N/A,Simpósio Brasileiro de Segurança da Informação e de Sistemas Computacionais (SBSeg),A4,conference,CAPES Sucupira 2025,2025
N/A,Simpósio Brasileiro de Sistemas de Informação (SBSI),A4,conference,CAPES Sucupira 2025,2025
N/A,Simpósio Brasileiro de Sistemas de Informação Companion (SBSI-E),B3,conference,CAPES Sucupira 2025,2025
N/A,Simpósio Brasileiro de Sensoriamento Remoto (SBSR),B2,conference,CAPES Sucupira 2025,2025
N/A,"International Conference for High Performance Computing, Networking, Storage and Analysis (SC)",A1,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Working Conference on Source Code Analysis and Manipulation (SCAM),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference of the Chilean Computer Science Society (SCCC),B1,conference,CAPES Sucupira 2025,2025
N/A,Symposium on Combinatorial Search (SCS),A3,conference,CAPES Sucupira 2025,2025
N/A,SIAM International Conference on Data Mining (SDM),A1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Software Defined Systems (SDS),A4,conference,CAPES Sucupira 2025,2025
N/A,Spatial Data Science Symposium (SDSS),B2,conference,CAPES Sucupira 2025,2025
N/A,International Symposium on Experimental Algorithms (SEA),B1,conference,CAPES Sucupira 2025,2025
N/A,Euromicro Conference on Software Engineering and Advanced Applications (SEAA),A3,conference,CAPES Sucupira 2025,2025
N/A,International Symposium on Software Engineering for Adaptive and Self-Managing Systems (SEAMS),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Security and Cryptography (SECRYPT),B2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Software Engineering and Formal Methods (SEFM),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Serious Games and Applications for Health (SEGAH),A3,conference,CAPES Sucupira 2025,2025
N/A,International Workshop on Software Engineering in Healthcare (SEH),B4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Software Engineering and Knowledge Engineering (SEKE),B1,conference,CAPES Sucupira 2025,2025
N/A,International Workshop on Semantic Evaluation (SEMEVAL),A1,conference,CAPES Sucupira 2025,2025
N/A,Seminário Integrado de Software e Hardware (SEMISH),A4,conference,CAPES Sucupira 2025,2025
N/A,CONFERENCE OF THE SPANISH SOCIETY FOR NATURAL LANGUAGE PROCESSING (SEPLN),B3,conference,CAPES Sucupira 2025,2025
N/A,IEEE/ACM International Workshop on Software Engineering Research and Industrial Practice (SER&IP),B3,conference,CAPES Sucupira 2025,2025
N/A,International Workshop on Software Engineering Research & Practices for the Internet of Things (SERP4IOT),B4,conference,CAPES Sucupira 2025,2025
N/A,International Workshop on Software Engineering for Systems-of-Systems and Software Ecosystems (SESoS),B2,conference,CAPES Sucupira 2025,2025
N/A,"Conference on Graphics, Patterns and Images (SIBGRAPI)",A3,conference,CAPES Sucupira 2025,2025
N/A,ACM Technical Symposium on Computer Science Education (SIGCSE),A1,conference,CAPES Sucupira 2025,2025
N/A,ACM International Conference on Design of Communication (SIGDOC),B2,conference,CAPES Sucupira 2025,2025
N/A,International Conference and Exibition on Computer Graphics and Interactive Techniques (SIGGRAPH),A3,conference,CAPES Sucupira 2025,2025
N/A,ACM International Conference on Computer Graphics & Interactive Techniques / Asia (SIGGRAPH Asia),A2,conference,CAPES Sucupira 2025,2025
N/A,International ACM SIGIR Conference on Research and Development in Information Retrieval (SIGIR),A1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Measurement and Modeling of Computer Systems (SIGMETRICS),A1,conference,CAPES Sucupira 2025,2025
N/A,ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems (SIGSPATIAL),A3,conference,CAPES Sucupira 2025,2025
N/A,Simpósio Internacional de Informática Educatica (SIIE),B2,conference,CAPES Sucupira 2025,2025
N/A,Annual International Symposium on Information Management and Big Data (SIMBIG),B3,conference,CAPES Sucupira 2025,2025
N/A,"International Conference on Simulation and Modeling Methodologies, Technologies and Applications (SIMULTECH)",B2,conference,CAPES Sucupira 2025,2025
N/A,EAI International Conference on Simulation Tools and Techniques (SIMUTOOLS),B2,conference,CAPES Sucupira 2025,2025
N/A,International Symposium on Medical Information Processing and Analysis (SIPAIM),B2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Similarity Search and Applications (SISAP),B2,conference,CAPES Sucupira 2025,2025
N/A,"Symposium on Languages, Applications and Technologies (SLATE)",B3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Smart Computing (SMARTCOMP),A3,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Smart Grid Communications (SMARTGRIDCOMM),A2,conference,CAPES Sucupira 2025,2025
N/A,"IEEE International Conference on Systems, Man and Cybernetics (SMC)",A1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Social Informatics (SOCINFO),B3,conference,CAPES Sucupira 2025,2025
N/A,ACM-SIAM Symposium on Discrete Algorithms (SODA),A1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Current Trends in Theory and Practice of Computer Science (SOFSEM),B4,conference,CAPES Sucupira 2025,2025
N/A,"International Conference on Software, Telecommunications and Computer Networks (SOFTCOM)",A4,conference,CAPES Sucupira 2025,2025
N/A,Siam Symposium on Simplicity in Algorithms (SOSA),A4,conference,CAPES Sucupira 2025,2025
N/A,IEEE Annual System of Systems Engineering Conference (SOSEC),A4,conference,CAPES Sucupira 2025,2025
N/A,Symposium on Software Defined Networking Research (SOSR),B4,conference,CAPES Sucupira 2025,2025
N/A,ACM SIGSPATIAL International Workshop on Spatial Gems (SPATIALGEMS),B4,conference,CAPES Sucupira 2025,2025
N/A,Proceedings of SPIE--The International Society for Optical Engineering (SPIE),A3,conference,CAPES Sucupira 2025,2025
N/A,Medical Imaging: Image Processing (SPIEMI),A3,conference,CAPES Sucupira 2025,2025
N/A,International Symposium on String Processing and Information Retrieval (SPIRE),B1,conference,CAPES Sucupira 2025,2025
N/A,International Software Product Line Conference (SPLC),A2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Smart and Sustainable Technologies (SPLITECH),A4,conference,CAPES Sucupira 2025,2025
N/A,IEEE Symposium on Reliable Distributed Systems (SRDS),A3,conference,CAPES Sucupira 2025,2025
N/A,Simpósio em Sistemas Computacionais de Alto Desempenho (SSCAD),A4,conference,CAPES Sucupira 2025,2025
N/A,IEEE Symposium Series on Computational Intelligence (SSCI),A2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Scientific and Statistical Database Management (SSDBM),A3,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Software Services Engineering (SSE),A4,conference,CAPES Sucupira 2025,2025
N/A,Southwest Symposium on Image Analysis and Interpretation (SSIAI),B2,conference,CAPES Sucupira 2025,2025
N/A,Brazilian Symposium in Information and Human Language Technology (STIL),B1,conference,CAPES Sucupira 2025,2025
N/A,ACM Symposium on Theory of Computing (STOC),A1,conference,CAPES Sucupira 2025,2025
N/A,Symposium on Virtual and Augmented Reality (SVR),A3,conference,CAPES Sucupira 2025,2025
N/A,Conference Software Quality Days (SWQD),A4,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Systems Conference (SYSCON),A4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Automated Reasoning with Analytic Tableaux and Related Methods (TABLEAUX),B2,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS),A1,conference,CAPES Sucupira 2025,2025
N/A,Theoretical Aspects of Software Engineering (TASE),B1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Technical Debt (TECHDEBT),A3,conference,CAPES Sucupira 2025,2025
N/A,Technological Ecosystems for Enhancing Multiculturality (TEEM),A3,conference,CAPES Sucupira 2025,2025
N/A,Congreso Internacional de Informática Educativa (TISE),B4,conference,CAPES Sucupira 2025,2025
N/A,The Network Traffic Measurement and Analysis Conference (TMA),A4,conference,CAPES Sucupira 2025,2025
N/A,International Workshop on Trust in Agent societies (TRUST),B4,conference,CAPES Sucupira 2025,2025
N/A,"International Conference on Trust, Security and Privacy in Computing and Communications (TRUSTCOM)",A2,conference,CAPES Sucupira 2025,2025
N/A,"International Conference on Text, Speech and Dialogue (TSD)",A3,conference,CAPES Sucupira 2025,2025
N/A,Workshop de Música Ubíqua (UBIMUS),B4,conference,CAPES Sucupira 2025,2025
N/A,IEEE/ACM International Conference on Utility and Cloud Computing (UCC),A3,conference,CAPES Sucupira 2025,2025
N/A,"ACM Conference on User Modeling, Adaptation and Personalization (UMAP)",A2,conference,CAPES Sucupira 2025,2025
N/A,International Workshop on Unification (UNIF),B4,conference,CAPES Sucupira 2025,2025
N/A,Congresso Internacional de Ergonomia e Usabilidade de Interfaces Humano Computador (USIHC),B4,conference,CAPES Sucupira 2025,2025
N/A,International Workshop on Variability Modelling of Software-intensive Systems (VAMOS),A3,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Visual Communications and Image Processing (VCIP),A4,conference,CAPES Sucupira 2025,2025
N/A,"Workshop on Software Visualization, Evolution and Maintenance (VEM)",B3,conference,CAPES Sucupira 2025,2025
N/A,Conference on Videogame Sciences and Arts (VIDEOJOGOS),B4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Computer Vision Theory and Applications (VISAPP),A2,conference,CAPES Sucupira 2025,2025
N/A,"Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications (VISIGRAPP)",B2,conference,CAPES Sucupira 2025,2025
N/A,IEEE Working Conference on Software Visualization (VISSOFT),B2,conference,CAPES Sucupira 2025,2025
N/A,IEEE Symposium on Visual Languages and Human-Centric Computing (VLHCC),A4,conference,CAPES Sucupira 2025,2025
N/A,IEEE/IFIP International Conference on VLSI and System-on-Chip (VLSI-SOC),A3,conference,CAPES Sucupira 2025,2025
N/A,IEEE Vehicular Networking Conference (VNC),A4,conference,CAPES Sucupira 2025,2025
N/A,IEEE Conference Virtual Reality and 3D User Interfaces (VR),A1,conference,CAPES Sucupira 2025,2025
N/A,ACM Symposium on Virtual Reality Software and Technology (VRST),A2,conference,CAPES Sucupira 2025,2025
N/A,Vehicular Technology Conference (VTC),A1,conference,CAPES Sucupira 2025,2025
N/A,IEEE VLSI Test Symposium (VTS),A4,conference,CAPES Sucupira 2025,2025
N/A,Conference on Web Accessibility (W4A),A4,conference,CAPES Sucupira 2025,2025
N/A,Workshop on Algorithms in Bioinformatics (WABI),A3,conference,CAPES Sucupira 2025,2025
N/A,Web Audio Conference (WAC),B3,conference,CAPES Sucupira 2025,2025
N/A,Workshop on Applications of Computer Vision (WACV),A1,conference,CAPES Sucupira 2025,2025
N/A,Workshop sobre Aspectos da Interação Humano-Computador para a Web Social (WAIHCWS),B3,conference,CAPES Sucupira 2025,2025
N/A,International Workshop on Algorithms and Computation (WALCOM),B2,conference,CAPES Sucupira 2025,2025
N/A,Workshop on Approximation and Online Algorithms (WAOA),B3,conference,CAPES Sucupira 2025,2025
N/A,"Workshop sobre Aspectos Sociais, Humanos e Econômicos de Software (WASHES)",B2,conference,CAPES Sucupira 2025,2025
N/A,"Workshop on Computational Approaches to Subjectivity, Sentiment and Social Media Analysis (WASSA)",A4,conference,CAPES Sucupira 2025,2025
N/A,Workshop on Advanced Virtual Environments and Education (WAVE),B4,conference,CAPES Sucupira 2025,2025
N/A,Workshop Brasileiro de Cidades Inteligentes (WBCI),B4,conference,CAPES Sucupira 2025,2025
N/A,Workshop Brasileiro de Lógica (WBL),B4,conference,CAPES Sucupira 2025,2025
N/A,"Workshop em Blockchain: Teoria, Tecnologias e Aplicações (WBLOCKCHAIN)",B4,conference,CAPES Sucupira 2025,2025
N/A,Workshop Brasileiro de Métodos Ágeis (WBMA),B4,conference,CAPES Sucupira 2025,2025
N/A,Workshop de Computação Aplicada à Gestão do Meio Ambiente e Recursos Naturais (WCAMA),B4,conference,CAPES Sucupira 2025,2025
N/A,Workshop on Circuits and Systems Design (WCAS),B4,conference,CAPES Sucupira 2025,2025
N/A,Workshop de Computação Aplicada ao Governo Eletrônico (WCGE),B4,conference,CAPES Sucupira 2025,2025
N/A,IEEE Wireless Communications and Networking Conference (WCNC),A2,conference,CAPES Sucupira 2025,2025
N/A,Workshop on Communication Networks and Power Systems (WCNPS),B2,conference,CAPES Sucupira 2025,2025
N/A,Wireless Days Conference (WD),A4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on 3D Web Technology (WEB3D),A4,conference,CAPES Sucupira 2025,2025
N/A,International Web for All Conference (WEB4ALL),A3,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Web Information Systems and Technologies (WEBIST),A4,conference,CAPES Sucupira 2025,2025
N/A,Brazilian Symposium on Multimedia and the Web (WEBMEDIA),A3,conference,CAPES Sucupira 2025,2025
N/A,ACM Web Science Conference (WEBSCI),A2,conference,CAPES Sucupira 2025,2025
N/A,Workshop sobre Educação em Computação (WEI),A4,conference,CAPES Sucupira 2025,2025
N/A,Workshop sobre Educação em IHC (WEIHC),B4,conference,CAPES Sucupira 2025,2025
N/A,Workshop on Requirements Engineering (WER),B2,conference,CAPES Sucupira 2025,2025
N/A,IEEE International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE),A4,conference,CAPES Sucupira 2025,2025
N/A,IEEE World Forum on Internet of Things (WF-IoT),A2,conference,CAPES Sucupira 2025,2025
N/A,IEEE World Conference on Factory Communication Systems (WFCS),A4,conference,CAPES Sucupira 2025,2025
N/A,Workshop do testbed FIBRE (WFIBRE),B4,conference,CAPES Sucupira 2025,2025
N/A,International Workshop on Graph-Theoretic Concepts in Computer Science (WG),A3,conference,CAPES Sucupira 2025,2025
N/A,Workshop de Gerência e Operação de Redes e Serviços (WGRS),B4,conference,CAPES Sucupira 2025,2025
N/A,IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology (WI-IAT),A2,conference,CAPES Sucupira 2025,2025
N/A,Workshop sobre as Implicações da Computação na Sociedade (WICS),B3,conference,CAPES Sucupira 2025,2025
N/A,"Workshop de informação, dados e tecnologia (WIDAT)",B4,conference,CAPES Sucupira 2025,2025
N/A,Workshop on Interactions with Human Experiences (WIDE),B4,conference,CAPES Sucupira 2025,2025
N/A,Workshop de Informática na Escola (WIE),A4,conference,CAPES Sucupira 2025,2025
N/A,IEEE Workshop on Information Forensics and Security (WIFS),A3,conference,CAPES Sucupira 2025,2025
N/A,"IEEE International Conference on Wireless and Mobile Computing, Networking and Communications (WIMOB)",A3,conference,CAPES Sucupira 2025,2025
N/A,Workshop sobre Interação e Pesquisa de Usuários no Desenvolvimento de Jogos (WIPLAY),B4,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Web Information Systems Engineering (WISE),A3,conference,CAPES Sucupira 2025,2025
N/A,Women in Information Technology (WIT),B1,conference,CAPES Sucupira 2025,2025
N/A,Joint IFIP Wireless and Mobile Networking Conference (WMNC),B4,conference,CAPES Sucupira 2025,2025
N/A,Wireless and Optical Communications Conference (WOCC),A4,conference,CAPES Sucupira 2025,2025
N/A,"International Workshop on Logic, Language, Information and Computation (WOLLIC)",B1,conference,CAPES Sucupira 2025,2025
N/A,Wireless On-demand Network systems and Services Conference (WONS),B3,conference,CAPES Sucupira 2025,2025
N/A,Workshop on Workflows in Support of Large-Scale Science (WORKS),B3,conference,CAPES Sucupira 2025,2025
N/A,World Conference on Information Systems and Technologies (WorldCIST),A2,conference,CAPES Sucupira 2025,2025
N/A,"World Conference on Smart Trends in Systems, Security and Sustainability (WORLDS4)",A3,conference,CAPES Sucupira 2025,2025
N/A,International Workshop on Mining Scientific Publications (WOSP),B3,conference,CAPES Sucupira 2025,2025
N/A,Workshop de Pesquisa Experimental da Internet do Futuro (WPEIF),B4,conference,CAPES Sucupira 2025,2025
N/A,Workshop em Desempenho de Sistemas Computacionais e de Comunicação (WPERFORMANCE),B4,conference,CAPES Sucupira 2025,2025
N/A,Annual ACM workshop on Privacy in the electronic society (WPES),A4,conference,CAPES Sucupira 2025,2025
N/A,Winter Simulation Conference (WSC),A3,conference,CAPES Sucupira 2025,2025
N/A,Workshop de Testes e Tolerância a Falhas (WTF),B4,conference,CAPES Sucupira 2025,2025
N/A,Workshop de Visão Computacional (WVC),B3,conference,CAPES Sucupira 2025,2025
N/A,The ACM Web Conference (WWW),A1,conference,CAPES Sucupira 2025,2025
N/A,International Conference on Agile Software Development (XP),A3,conference,CAPES Sucupira 2025,2025
